ID,Name,Description
txcd_20090002,Garment Alterations - separate from purchase of garment,"A charge to perform an alteration on a item of clothing by a service provider other than vendor of the article. The alteration is not linked to the clothing purchase. Alterations could include hemming of a dress, shortening of pants, adjusting the waistline of a garment, etc."
txcd_20090003,Shredding Service,A charge to have files or documents shredded either onsite or offsite.
txcd_20090004,Dry Cleaning,"A charge to a non-commercial customer for the cleaning or renovating clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine."
txcd_20090006,Fabrication,A charge to create a finished good from materials supplied by the customer. This is a labor only charge to transform a customer's existing property.
txcd_20090010,Gift Wrapping - in conjunction with purchase of article,A charge for the wrapping of articles in a box or bag with paper and other decorative additions. The charge is separately stated from the article.  This is not relevant for non-US countries where packaging is added to the price of the product.
txcd_20090012,Linen Services - Laundry only,A charge to provide laundry services to clothing. The business customer is the owner of the items being cleaned.
txcd_20090015,Warranty - Mandatory,A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is mandatory and is required to be purchased on conjunction with the purchased tangible personal property. Motor vehicle warranties are excluded.
txcd_20090018,Warranty - Optional,A charge separately stated from the sale of the product itself that entitles the purchaser to future repair and labor services to return the defective item of tangible personal property to its original state. The warranty contract is optional to the purchaser. Motor vehicle warranties are excluded.
txcd_20090022,Assembly - in conjunction with final purchase of article,A charge separately stated from the sale of the product itself to bring the article to its finished state and in the condition specified by the buyer.
txcd_20090023,Assembly - prior to final purchase of article,A charge to assemble goods for a purchaser who will later sell the assembled goods to end consumers.
txcd_20090024,Dry Cleaning - other than clothing,"A charge to a non-commercial customer for the cleaning or renovating items other than clothing by immersion and agitation, spraying, vaporization, or immersion only, in a volatile, commercially moisture-free solvent or by the use of a volatile or inflammable product. This does not include the use of a self-service coin (or credit card) operated cleaning machine."
txcd_20090025,Gift Wrapping - separate from purchase of article,A charge for the wrapping of articles in a box or bag with paper and other decorative additions. The wrapping not linked the purchased of the article(s) and is performed by a party other vendor of the article(s).
txcd_20090026,Linen Services - Laundry only - other than clothing,A charge to provide laundry services to linens and the like. This charge is not for clothing items. The business customer is the owner of the items being cleaned.
txcd_20090027,Meat Processing,"A charge to make customer provided meat suitable for human consumption, typically referred to a butcher or slaughter services."
txcd_20090028,Printing,"A charge for the printing, imprinting, lithographing, mimeographing, photocopying, and similar reproductions of various articles including mailers, catalogs, letterhead, envelopes, business cards, presentation folders, forms, signage, etc. The end result is the transfer of tangible personal property to the customer."
txcd_20090029,Printing - customer supplied articles,"A charge for the printing, imprinting, or lithographing on any article supplied by the customer. The customer owns the article throughout the process. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
txcd_20090030,Taxidermy Services,"A charge to preserve an animal's body via mounting or stuffing, for the purpose of display or study. The customer provide the animal. This a labor charge, with any non-separately stated property transferred in performing the service considered inconsequential."
txcd_20090031,Engraving Services -  separate from purchase of article,A charge for engraving services performed on goods owned by the purchaser.  This is a standalone service not done in conjunction with the sale of the goods.
txcd_20090032,Engraving Services - in conjunction with purchase of article,"A charge for engraving a good, such as jewelry, in conjunction with the retail purchase of that item. The charge for the engraving services is separately stated from the charge for the good being engraved."
txcd_20091000,Optional Extended Warranty Contract on Motor Vehicle,"An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor, and is made at the same time as Motor Vehicle purchase but is separately stated."
txcd_20091001,Optional Maintenance Contract on Motor Vehicle,"An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) for a motor vehicle. Contract covers both parts and labor and is made at the same time as Motor Vehicle purchase but is separately stated."
txcd_20091002,Optional Extended Warranty Contract on Leased Motor Vehicle,"An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a leased motor vehicle. Contract covers both parts and labor."
txcd_20091003,Optional Maintenance Contract on Leased Motor Vehicle,An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a leased motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor.
txcd_20091004,Optional Extended Warranty Contract on Motor Vehicle - After Market,An agreement between a service contract provider and a customer where the service provider agrees to repair or replace certain parts on a motor vehicle that has had a failure after the original manufacturer’s warranty has expired. Commonly referred to as extended warranty or protection plan. Contract covers both parts and labor and is made after the motor vehicle purchase.
txcd_20091005,Optional Maintenance Contract on Motor Vehicle - After Market,"An agreement between a service contract provider and a customer for prepaid routine maintenance (e.g. oil changes, tire rotations, air filter, spark plugs, transmission and transfer case fluid changes) of a motor vehicle. Contract covers both parts and labor and is made after the motor vehicle purchase."
txcd_20100001,Armored Car Services,"Services under armed private security guard to transport from one place to another any currency, jewels, stocks, bonds, paintings, or other valuables of any kind in a specially equipped motor vehicle that offers a high degree of security.  It is assumed that the transport takes place within one country."
txcd_30011000,Clothing & Footwear,Apparel and footwear for people made for general use.
txcd_30011002,Belt Buckle,"The clasp used to fasten a belt, sold separately from the belt."
txcd_30011003,Belts or Suspenders,A belt is band of flexible material worn around a person's waist for supporting clothing.  Suspenders are a pair of straps that pass over the shoulders and fasten to the waistband of a pair of trousers or a skirt at the front and back to hold it up.
txcd_30011015,Neck Gaiter,"A closed tube of fabric worn about the neck for warmth. It can be pulled over mouth and nose to protect against wind, dust, or other particles."
txcd_30011020,School Uniforms,A set of standardized clothes worn primarily during attendnce at an educational institution.
txcd_30011028,Fur Clothing - Synthetic,"Clothing or footwear, such as coats, hats, ear muffs, gloves, etc. worn on the human body made of imitation fur materials."
txcd_30011034,Scarves,"A broad strip of cloth that covers the shoulders, neck, or head for warmth or appearance."
txcd_30011045,Neckties,"A necktie, or simply a tie, is a piece of cloth worn by men and women for decorative purposes around the neck, resting under the shirt collar and knotted at the throat, and often draped down the chest."
txcd_30011100,Formal or Special Occasion Wear,"Clothing designed for, and not normally worn except while attending, a formal function, including tuxedos, bridal gowns, and evening gowns."
txcd_30011200,Children's clothing and footwear,Children's clothing and footwear including general purpose articles intended to be worn by a person based on certain size or age requirements.
txcd_30011201,Fur Clothing,"Clothing or footwear, such as coats, hats, ear muffs, gloves, etc. worn on the human body made of the real pelt of an animal."
txcd_30021000,Athletic Activity Clothing,"Clothing, footwear, and accessories worn on a person's body while participating in recreational or sporting activities, and which are not typical for everyday usage.  Please select a more granular product tax category where appropriate."
txcd_30021001,Sweat Bands,"A band of absorbent material worn around the head or wrist to soak up sweat, especially by participants in physical activity."
txcd_30021200,Swimsuits,"Bathing suits, swim trunks, or bathing costumes meant to be worn in or near water."
txcd_30030001,Occupational Uniforms,"Clothing worn while performing an employment role, such as paramedic uniforms, firefighter uniforms, military uniforms, medical attire, law enforcement attire, etc."
txcd_30031004,Cleanroom Apparel,"Clothing and related covering material that is worn within cleanrooms, which require controlled low levels of environmental contaminants such as dusts, microbes, vapors, and aerosol particles."
txcd_30031041,Reflective Apparel,High-visibility warning clothing to signal the presence of the user in places and situations which may cause potential threats to their health and safety.
txcd_30031404,Protective/Safety Clothing,Clothing for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use.
txcd_30031405,Protective/Safety Clothing - Occupational Use,Clothing worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use.
txcd_30031406,Protective/Safety Footwear,Footwear for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use.
txcd_30031407,Protective/Safety Footwear - Occupational Use,Footwear worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use.
txcd_30031408,Protective/Safety Equipment,"Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) for human wear and designed as protection of the wearer against injury or disease or as protections against damage or injury of other persons or property but not suitable for general use."
txcd_30031409,Protective/Safety Equipment - Occupational Use,"Equipment type accessories (such as helmets, eyeshields, facemasks, pads, etc) worn by an employee during the course of employment for protection against injury or disease or as protection against damage or injury of other persons or property.  Such clothing items are not suitable for general use."
txcd_30040003,Cloth Face Masks,A reusable mask made of common fabrics worn over the mouth and nose to act as personal protection from airborne particles or pathogens.
txcd_30040005,Costume Masks and Accessories,Masks and accessories sold separately to be worn for costume purposes for seasonal or cultural holidays or celebrations.
txcd_30040006,Costumes,"Apparel worn by a person for seasonal or cultural holidays or celebrations, rather than for everday wear."
txcd_30051302,Gloves (general use),"Gloves for general use (e.g. leather), but not gloves used for sporting (e.g., baseball, football gloves)."
txcd_30060001,Purses and Handbags,"Bags including handbags, purses, coin purses, fanny packs / bum bags, and diaper / nappy bags."
txcd_30060004,Handkerchiefs,A small usually square piece of cloth used for usually personal purposes (such as blowing the nose) or as a clothing accessory.
txcd_30060005,Hair Accessories,"Hair notions such as headbands, barrettes, bows, clips, and pins."
txcd_30060006,Hats,"A shaped covering for the head worn for warmth, as a fashion item, or as part of a uniform."
txcd_30060007,Jewelry,"Jewelry such as necklaces, earrings, rings, and more."
txcd_30060010,Non-Clothing Accessories,"Articles, although worn on the body, which are not considered clothing or footwear.  Examples include armbands, pocket protectors, shoulder boards, sleep masks, etc.  Please select a more granular product tax category where appropriate."
txcd_30060011,Shower Caps,A plastic cap worn in the shower to keep the hair dry.
txcd_30060013,Umbrellas,Umbrellas.
txcd_30060014,"Wigs, Hairpieces, Hair extensions","Wigs, Hairpieces, Hair extensions."
txcd_30060015,Luggage,Suitcases and baggage typically used for transporting travellers' belongings.
txcd_30060016,Watches,A small timepiece worn typically on a strap on one's wrist.
txcd_30060017,Sunglasses - Non-prescription,Sunglasses with a lens containing no lens powers to correct vision problems.
txcd_30060018,Watches - Smart,"A digital wristwatch that provides many other features besides timekeeping. Like a smartphone, a smartwatch has a touchscreen display, which allows you to perform actions by tapping or swiping on the screen. Smartwatches include allow access to apps, similar to apps for smartphones and tablets."
txcd_30060019,Briefcases,"A flat, rectangular case with a handle, often of leather, for carrying books, papers, etc."
txcd_30060020,Aprons,"A piece of clothing, such as a kitchen apron, that you wear over the front of other clothes to keep the clothes clean."
txcd_30060021,Bandannas,"A triangular or square piece of cloth tied around the head, face or neck for protective or decorative purposes."
txcd_30060101,Wallets,"A small folding case for carrying paper money, credit cards and other flat objects."
txcd_30070001,Bicycle Helmets - Adult,A bicycle helmet that is NOT marketed and labeled as being intended for youth.
txcd_30070002,Bicycle Helmets - Youth,A bicycle helmet marketed and labeled as being intended for youth.
txcd_30070003,Ballet or Tap Shoes,Footwear worn exclusively while participating in ballet or tap dancing.
txcd_30070004,Baseball Batting Gloves,Gloves worn by baseball/softball participants while hitting.
txcd_30070005,Bowling Gloves,"Gloves worn while rolling a bowling ball to the support the muscles in the hand and wrist, and to provide extra padding or grip."
txcd_30070006,Bowling Shoes,"Footwear uniquely designed to be worn while bowling, having a slick smooth sole meant for gliding."
txcd_30070007,Boxing Gloves,A heavily padded mitten worn in boxing.
txcd_30070008,Cleated or Spiked Shoes,Athletic footwear having cleats or spikes to improve traction on various playing field surfaces.
txcd_30070009,Football Receiver Gloves,"Thin, lightweight gloves designed mainly for wide receivers in football to help with grip while catching."
txcd_30070010,Golf Gloves,A glove worn by golfers to give a firm grip on the handle of the golf club.
txcd_30070011,Golf Shoes,"Footwear designed for golf course play, usually spiked (featuring actual cleats on the outsole) or spikeless (featuring a flat outsole with rubber studs or dimples in place of spikes)."
txcd_30070012,Ice Skates,Ice Skates.
txcd_30070013,Life Vests,A inflatable sleeveless jacket worn to keep a person afloat when in danger of drowning.
txcd_30070014,Martial Arts Attire,Clothing apparel/uniforms that are specific to the training and competition of various martial arts.
txcd_30070015,Motorcycle Helmets,"A helmet designed for used when opertating a motorcycle, atv, snowmobile, etc."
txcd_30070017,Mouth Guards,"A protective device for the mouth that covers the teeth and gums to prevent and reduce injury to the teeth, arches, lips and gums."
txcd_30070018,Roller Skates or Roller Blades,Roller Skates or Roller Blades.
txcd_30070019,Shin Guards,"A stiff pad worn typically worn under socks to protect the shins when playing soccer, hockey, and other sports."
txcd_30070020,Shoulder Pads for Sports,"A hard protective pad for the shoulders used in certain sports, such as ice hockey and football."
txcd_30070021,Ski Boots,"A rigid padded shoe that extends above the ankle, is secured to the foot, and is locked into position in a ski binding."
txcd_30070022,Sport Uniforms,Athletic uniforms not containing protective padding or gear.
txcd_30070023,Swim Fins,"Flippers on the foot or leg and made from rubber or plastic, to aid movement through the water in water sports."
txcd_30070024,Swim Goggles,"Goggles to protect the eyes from material in the water, while swimming."
txcd_30070025,Wetsuit,A close-fitting garment  covering most of the body worn for warmth in water sports or diving.
txcd_30070026,Athletic Supporter,"An elastic support for the male genitals, worn especially in athletic or other strenuous activity."
txcd_30070028,Hunting Vests,"Vests designed primarily for wear while hunting, but which are also adaptable to everyday use."
txcd_30070029,Hunting Activity Clothing,"Clothing, footwear, and accessories for wear while hunting, but that are not adaptable to everyday use."
txcd_30071000,Sports Activities Equipment,"Protective gear worn about the human body while participating in athletic, recreational, or sporting activities, and which are not typical for everyday usage.   Please select a more granular product tax category where appropriate."
txcd_30080001,Button Covers,Button covers are clothing accessories that slip over simple buttons for stylistic adornment.
txcd_30080002,Component Clothing Items,"Items  items used to make or repair clothing, including buttons, clasps, fabric, thread, yarn, snaps, hooks, zippers, sequins, fabric dye, and the like."
txcd_30090005,Overshoes,Rubber boots worn over regular footwear to prevent them from wet or soiled.
txcd_30090009,Shoe Inserts,Over the counter inserts or insoles for in-shoe foot comfort.
txcd_30090010,Shoelaces,Shoelaces.
txcd_31020001,Bibs,A piece of cloth or plastic fastened around a baby's neck to keep their clothes clean while eating.
txcd_31020002,Infant Swaddles,"Blankets made to stretch to tightly around babies, and may have features like velcro or specially designed shapes or flaps to facilitate swaddle wrapping."
txcd_31020003,Infant Receiving Blankets,"A small lightweight blanket used to wrap an infant, eg. after bathing."
txcd_31030001,Diaper Cream,"A skin cream forming a protective barrier to help heal and soothe diaper rash discomfort. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_31030003,Baby Wipes,"Non medicated disposable moistened cleansing wipes. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_31031202,Infant Diapers,Disposable diapers for infants.
txcd_31031203,Disposable Toddler Training Pants,Absorbent single use underpants worn by children during potty training as a transition between diapers and cloth underwear.
txcd_31031204,Diaper Liners - Single Use,One time use diaper liners for capturing solid waste for ease of disposal.
txcd_31031205,Cloth Diapers,Infant washable/reusable cloth diapers.
txcd_31040001,Baby Feeding Bottles/Nipples,A bottle with a teat or nipple made for babies to drink from.
txcd_31040002,Breast Pumps,A mechanical device that lactating women use to extract milk from their breasts.
txcd_31070001,Infant/Child Car Seat,A portable seat that can be installed and removed from motor vehicles designed to protect infants and children through a certain age or weight (includes booster seats).
txcd_32010001,Blood Glucose Monitoring Devices,"Devices used by diabetic individuals to monitor sugar levels in the blood, sold without prescription order of a licensed professional (e.g., blood sugar meters, glucose meters or glucometers).  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32010002,Diabetic Testing Supplies,"Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32010003,Blood Glucose Monitoring Devices with Prescription,"Devices used by diabetic individuals to monitor sugar levels in the blood, sold under prescription order of a licensed professional (e.g., blood sugar meters, glucose meters or glucometers).  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32010004,Diabetic Testing Supplies with Prescription,"Single use supplies utilized by diabetics to monitor blood sugar or urine, including skin puncture lancets, test strips for blood glucose monitors, visual read test strips, and urine test strips, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32020001,Prescription Drugs,"A substance that can only be obtained via a prescription of a licensed professional. A drug is a compound, substance, or preparation, and any component thereof, not including food or food ingredients, dietary supplements, or alcoholic beverages, that is: recognized in the official United States pharmacopoeia, official homeopathic pharmacopoeia of the United States, or official national formulary, and supplement to any of them; intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease; or intended to affect the structure or any function of the body. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32020002,Drugs - Over the Counter,"The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body."
txcd_32020003,Over-the-Counter Drugs with Prescription,"The term drug refers to a compound, substance or preparation intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease. An over-the-counter drug with prescrption is a substance that contains a label identifying it as a drug and including a ""drug facts"" panel or a statement of active ingredients, that can be obtained without a prescription, but is sold under prescription order of a licensed professional. A drug can be intended for internal (ingestible, implant, injectable) or external (topical) application to the human body. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32020004,Insulin with Prescription,"Synthetic or animal-based insulin used as an injectible drug for diabetes patients, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32020005,Insulin,"Synthetic or animal-based insulin used as an injectible drug for diabetes patients, sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32020006,Medical Oxygen with Prescription,Medical grade oxygen sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.
txcd_32020011,Medical Oxygen,Medical grade oxygen sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.
txcd_32030001,Condoms,Male or female condoms used to prevent pregnancy or exposure to sexually transmitted diseases.
txcd_32030002,Condoms with Prescription,"Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, sold under prescription order of a licensed professional."
txcd_32030003,Condoms with Spermicide,"Male or female condoms used to prevent pregnancy or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients."
txcd_32030004,Condoms with Spermicide with Prescription,"Male or female condoms and vaginal sponges used to prevent pregnancy and/or exposure to STDs, containing a spermicidal lubricant as indicated by a ""drug facts"" panel or a statement of active ingredients, sold under prescription order of a licensed professional."
txcd_32030005,Contraceptive Ointments,"A topical preparation containing a spermicidal lubricant to prevent pregnancy as indicated by a ""drug facts"" panel or a statement of active ingredients."
txcd_32030006,Birth Control - Over-the-Counter Oral Contraceptives,"Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo."
txcd_32030007,Birth Control - Over-the-Counter Oral Contraceptives with Prescription,"Over-the-Counter emergency contraceptive pills act to prevent pregnancy after intercourse, sold under prescription order of a licensed professional. The contraceptive contains a hormone that prevents ovulation, fertilization, or implantation of an embryo."
txcd_32030008,Birth Control - Prescription non-Oral Contraceptives - Barriers,"Barrier based prescription only birth control methods, including the diaphragm and cervical cap that prevent the joining of the sperm and egg, available only under prescription order of a licensed professional."
txcd_32030009,Birth Control - Prescription non-Oral Contraceptives - Hormonal,"Hormonal based birth control methods other than the oral pill, including intrauterine devices, injections, skin implants, transdermal patches, and vaginal rings that release a continuous dose of hormones to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional."
txcd_32030010,Birth Control - Prescription Oral Contraceptives,"An oral medication containing hormones effective in altering the menstrual cycle to eliminate ovulation and prevent pregnancy, available only under prescription order of a licensed professional. Other than preventing pregnancy, hormonal birth control can also be used to treat various conditions, such as Polycystic Ovary Syndrome, Endometriosis, Primary Ovarian Insufficiency, etc."
txcd_32040002,Feminine Cleansing Solutions,Vaginal cleaning products include douches and wipes.
txcd_32040003,Feminine Cleansing Solutions - Medicated,"Vaginal cleaning products include douches and wipes with medication such as an antiseptic, containing a ""drug facts"" panel or a statement of active ingredients."
txcd_32040004,Feminine Yeast Treatments,"Over-the-counter antifungal creams, ointments or suppositories to treat yeast infections, containing a ""drug facts"" panel or a statement of active ingredients."
txcd_32040005,Tampons/Pads/Sanitary Napkins/Liners,Feminine hygiene product designed to absorb the menstrual flow.
txcd_32050001,Adult Disposable Diapers,Adult Disposable Diapers.
txcd_32050005,Disposable Face Masks,Masks designed for one-time use to protect the wearer from contamination of breathable particles. This code is intended for sales directly to end consumers that are NOT healthcare providers.
txcd_32050006,Grooming and Hygiene Products,"Soaps, cleaning solutions, shampoo, toothpaste, mouthwash, antiperspirants, suntan lotions, etc.  Please select a more granular category as appropriate."
txcd_32050007,Grooming and Hygiene Products - Medicated,"Soaps, cleaning solutions, shampoo, toothpaste, mouthwash, antiperspirants, suntan lotions, and sunscreens that contain medicinal ingredients as described on the product's label.  Please select a more granular category as appropriate."
txcd_32050009,Hand Sanitizers,"A liquid, gel, foam, or wipe generally used to decrease infectious agents on the hands. Alcohol-based versions typically contain some combination of isopropyl alcohol, ethanol (ethyl alcohol), or n-propanol. Alcohol-free products are generally based on disinfectants, or on antimicrobial agents. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32050012,Medicated Acne Treatments,"Topical medicated solutions for treating skin acne.  These products contain a ""drug facts"" panel or a statement of active ingredients.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32050013,Skin Care Products,"Lotions, moisturizers, creams, powders, sprays, etc that promote optimal skin health that do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050014,Skin Care Products - Medicated,"Lotions, moisturizers, creams, powders, sprays, etc that promote optimal skin health and contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050015,Smoking Cessation Products,"Over-the-counter nicotine replacement products, including patches, gum, lozenges, sprays and inhalers that contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050017,Toilet Tissue,Toilet tissue or paper primarily used for the removal of feces.
txcd_32050018,Toothbrush,"A small brush with a long handle, used for cleaning the teeth."
txcd_32050019,Toothpaste,"A thick, soft, moist substance used on a brush for cleaning one's teeth."
txcd_32050020,Baby Oil,"Baby oil is an inert (typically mineral) oil for the purpose of keeping skin soft and supple.  These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050021,Baby Powder,"Baby powder is an astringent powder used for preventing diaper rash, as a spray, and for other cosmetic uses. It may be composed of talcum (in which case it is also called talcum powder) or corn starch. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050022,Breath Spray/Dissolvable Strips,"Breath spray is a product sprayed into the mouth and breath strips dissolve in the mouth for the purpose of eliminating halitosis. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050023,"Bubble Bath/Bath Salts,Oils,Crystals","Various surfactant preparations to improve cleaning, enhance the enjoyment of bathing, and serve as a vehicle for cosmetic agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050024,Conditioner - Hair,"A hair care product typically applied and rinsed after shampooing that is used to improve the feel, appearance and manageability of hair. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050025,Cosmetics - Beautifying,"Articles intended to be rubbed, poured, sprinkled, or sprayed on, introduced into, or otherwise applied to the human body or any part thereof for beautifying, promoting attractiveness, or altering the appearance. This category supports only the following items: Acrylic fingernail glue, Acrylic fingernails, Artificial eyelashes, Blush, Bronzer, Body glitter, Concealer, Eyelash glue, Finger/toenail decorations, Finger/toenail polish, Nail polish remover, Hair coloring, Hair mousse/gel, Hair oil, Hair spray, Hair relaxer, Hair wave treatment, Hair wax, Lip gloss, Lip liner, Lipstick, Liquid foundation, Makeup, Mascara, Nail polish remover, Powder foundation, Cologne, Perfume."
txcd_32050026,Dental Floss/Picks,"A soft, strong, waxed or unwaxed thread for drawing between the teeth to remove food particles and prevent the buildup of plaque."
txcd_32050027,Denture Creams/Adhesives,"Denture adhesives are pastes, powders or adhesive pads that may be placed in/on dentures to help them stay in place. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050028,Deodorant - Natural or No Active Ingredients,"Personal under-arm deodorants/antiperspirants containing natural ingredients and/or ingredients that are not considered drugs. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050029,Deodorant/Antiperspirant,"Personal under-arm deodorants/antiperspirants. These products do contain a ""drug facts"" panel or a statement of active ingredients, typically aluminum."
txcd_32050030,Hair Loss Products,"Topical foams, creams, gels, etc. that prevent hair loss and promote hair regrowth. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050031,Hair Removal Products,"Depilatories are cosmetic preparations used to remove hair from the skin. Chemical depilatories are available in gel, cream, lotion, aerosol, roll-on, and powder forms. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050032,Lip Balm,"A skin protectorant for the lips. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050033,Lip Balm - Medicated,"A medicated skin protectorant for the lips. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050034,Mouthwash - Cosmetic,"Cosmetic mouthwash may temporarily control bad breath and leave behind a pleasant taste, but has no chemical or biological application beyond their temporary benefit. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050035,Mouthwash - Therapeutic,"Therapeutic mouthwash, having active ingredients (such as antiseptic, or flouride) intended to help control or reduce conditions like bad breath, gingivitis, plaque, and tooth decay. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050036,Shampoo,"A hair care product for cleansing the hair/scalp. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050037,Shampoo - Medicated,"A hair care product for cleansing the hair/scalp, with anti-dandruff active ingredients. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050038,Shaving Creams,"A cosmetic foam or gel used for shaving preparation. The purpose of shaving cream is to soften the hair by providing lubrication.  These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050039,Soaps - Antibacterial,"Soaps, body washes, shower gels for personal hygiene containing antibacterial. These products contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32050040,Sunscreen,"A lotion, spray, gel, foam, stick or other topical product that absorbs or reflects some of the sun's ultraviolet (UV) radiation and thus helps protect against sunburn. Sunscreen contains a ""drug facts"" label or statement of active ingredients."
txcd_32050041,Teeth Whitening Kits,"Teeth whitening gels, rinse, strips, trays, etc containing bleaching agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients."
txcd_32060001,Durable Medical Equipment for Home Use,"When sold without prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, etc."
txcd_32060002,Durable Medical Equipment for Home Use with Prescription,"When sold under prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, etc."
txcd_32060007,Enteral Feeding Equipment for Home Use with Prescription,"When sold under prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets."
txcd_32060012,Kidney Dialysis Equipment for Home Use with Prescription,"When sold under prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys."
